controle,ano,titulo,titulo_do,bairro_fato_original,bairro
19848582-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
39129631-2019,2019,Homicídio (outros),Homicídio doloso,Guadalupe,Guadalupe
54460091-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Taua,Tauá
68652201-2019,2019,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Madureira,Madureira
85982941-2019,2019,"Lesão Corporal Seguida de Morte Provocada por Socos, Tapas ou Pontapés",Lesão corporal seguida de morte,Jardim america,Jardim América
91146171-2019,2019,Homicídio (outros),Homicídio doloso,Campo grande,Campo Grande
94774291-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
58579841-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Santa cruz,Santa Cruz
81264431-2019,2019,Homicídio (outros),Homicídio doloso,Pavuna,Pavuna
91699381-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vila militar,Vila Militar
19199871-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
10993501-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bonsucesso,Bonsucesso
52651831-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Jardim america,Jardim América
64588371-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
98837481-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Complexo do alemao,Complexo do Alemão
12895611-2019,2019,Homicídio (outros),Homicídio doloso,Pavuna,Pavuna
15313641-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
54620351-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Centro,Centro
92812111-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Marechal hermes,Marechal Hermes
92812111-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Marechal hermes,Marechal Hermes
35560171-2019,2019,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Cachambi,Cachambi
02276201-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
25159191-2019,2019,Homicídio (outros),Homicídio doloso,Pavuna,Pavuna
66725291-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Monero,Moneró
67444061-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Inhauma,Inhaúma
00547191-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Santissimo,Santíssimo
15900611-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Acari,Acari
33706651-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Manguinhos,Manguinhos
37463481-2019,2019,Homicídio (outros),Homicídio doloso,Praca seca,Praça Seca
46612951-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
64812661-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
64812661-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
73672641-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vidigal,Vidigal
28256841-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Andarai,Andaraí
41336341-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Rocinha,Rocinha
73070421-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Penha circular,Penha Circular
73953711-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Jacarepagua - taquara,Jacarepaguá
73953711-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Jacarepagua - taquara,Jacarepaguá
19796351-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Jardim america,Jardim América
46508791-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Benfica,Benfica
49403991-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Gavea,Gávea
79817571-2019,2019,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Recreio,Recreio dos Bandeirantes
05048311-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vila do joao,Maré
45646771-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Quintino bocaiuva,Quintino Bocaiúva
45646771-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Quintino bocaiuva,Quintino Bocaiúva
73670721-2019,2019,Homicídio (outros),Homicídio doloso,Bangu,Bangu
73762781-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Pavuna,Pavuna
76834691-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tomas coelho,Tomás Coelho
76834691-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tomas coelho,Tomás Coelho
91692551-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Barros filho,Barros Filho
07451241-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Benfica,Benfica
16792351-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Rocinha,Rocinha
32793121-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Praca seca,Praça Seca
32793121-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Praca seca,Praça Seca
40197321-2019,2019,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Centro,Centro
43503911-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vila isabel,Vila Isabel
44216191-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Pitangueiras,Pitangueiras
63336931-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
99679391-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
99897971-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
35740701-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Santo cristo,Santo Cristo
10218871-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
11964441-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu/vila kennedy,Bangu
48704031-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
71827661-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vila kennedy,Bangu
83192431-2019,2019,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Centro,Centro
89540501-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Padre miguel,Padre Miguel
76327581-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Colegio,Colégio
82511921-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cavalcante,Cavalcanti
97057191-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vigario geral,Vigário Geral
02466731-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
13496661-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Praca seca,Praça Seca
63179151-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vidigal,Vidigal
91624201-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Praca seca,Praça Seca
91624201-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Praca seca,Praça Seca
16193671-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Tanque,Tanque
38625141-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Madureira,Madureira
39882051-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
50861691-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha circular,Penha Circular
50861691-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha circular,Penha Circular
73484461-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cachambi,Cachambi
78742761-2019,2019,Homicídio (outros),Homicídio doloso,Engenheiro leal,Engenheiro Leal
29993231-2019,2019,Homicídio (outros),Homicídio doloso,Realengo,Realengo
45433011-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tomas coelho,Tomás Coelho
56043071-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Campo grande,Campo Grande
97070351-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Guaratiba,Guaratiba
63616821-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Agua santa,Água Santa
63616821-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Agua santa,Água Santa
63616821-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Agua santa,Água Santa
81667231-2019,2019,Homicídio (outros),Homicídio doloso,Bangu,Bangu
18507331-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Senador camara,Senador Camará
42289651-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cidade de deus,Cidade de Deus
42289651-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cidade de deus,Cidade de Deus
48165931-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
64112171-2019,2019,Homicídio (outros),Homicídio doloso,Vila kennedy - bangu,Bangu
65632931-2019,2019,Homicídio (outros),Homicídio doloso,Bangu,Bangu
78640711-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Senador camara,Senador Camará
25869421-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cordovil,Cordovil
59825631-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cordovil,Cordovil
84241431-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vigario geral,Vigário Geral
46635261-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Estacio,Estácio
75474981-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
11048491-2019,2019,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Penha,Penha
24976351-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Guadalupe,Guadalupe
42259311-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Parque anchieta,Parque Anchieta
35357281-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Rio comprido,Rio Comprido
40260431-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tijuca,Tijuca
51939022-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Botafogo,Botafogo
59234762-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Padre miguel,Padre Miguel
20813991-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
26982801-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Botafogo,Botafogo
28816101-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
37785481-2019,2019,Homicídio (outros),Homicídio doloso,Del castilho,Del Castilho
00751931-2019,2019,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Copacabana,Copacabana
04310861-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Iraja,Irajá
28511081-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Parada de lucas,Parada de Lucas
28511081-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Parada de lucas,Parada de Lucas
60853951-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Leblon,Leblon
68870961-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Jardim america,Jardim América
80974751-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Penha,Penha
84837701-2019,2019,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Vicente de carvalho,Vicente de Carvalho
85126201-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
85126201-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
87963611-2019,2019,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Jardim america,Jardim América
88120831-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Mare,Maré
88120831-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Mare,Maré
23398411-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vicente carvalho,Vicente de Carvalho
23404331-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anil,Anil
25706031-2019,2019,Homicídio Provocado por Paulada,Homicídio doloso,Lins de vasconcellos,Lins de Vasconcelos
31483991-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Santa tereza,Santa Teresa
35626311-2019,2019,Homicídio (outros),Homicídio doloso,Deodoro,Deodoro
71677121-2019,2019,Homicídio (outros),Homicídio doloso,Olaria,Olaria
06895831-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Comunidade rebu-senador camara,Senador Camará
10886731-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
13432021-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tubiacanga - ilha do governado,Galeão
19475691-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Senador camara,Senador Camará
63963211-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Campo grande,Campo Grande
84621981-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Gardenia azul,Gardênia Azul
09683361-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Barros filho,Barros Filho
